"car_id","timestamp","province","city"
"000296635f69235776b63d06401b3bbd",2025-09-27 11:20:04,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:20:11.728000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:20:32.983000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:27:42.800000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:28:38.862000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:30:44.736000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:33:21.347000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:56:54.032000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:57:15.396000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 11:57:58.701000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 12:03:49.453000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 12:08:13.023000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 12:10:55.264000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 12:13:32.421000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 12:20:31.729000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 12:23:14.902000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-27 12:24:19.166000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-27 12:53:14.253000000,کرمانشاه,
